2     (+1.074e-01,-1.437e-01)    (+1.064e-01,+9.780e-01)
2     (+5.086e-02,-1.745e-01)    (+5.712e-01,+8.004e-01)
2     (-1.350e-02,-1.834e-01)    (+8.874e-01,+4.228e-01)
2     (-7.703e-02,-1.689e-01)    (+9.811e-01,-5.414e-02)
2     (-1.312e-01,-1.332e-01)    (+8.391e-01,-5.108e-01)
2     (-1.690e-01,-8.161e-02)    (+5.072e-01,-8.412e-01)
2     (-1.866e-01,-2.130e-02)    (+7.073e-02,-9.797e-01)
2     (-1.830e-01,+3.961e-02)    (-3.699e-01,-9.100e-01)
2     (-1.606e-01,+9.385e-02)    (-7.254e-01,-6.628e-01)
2     (-1.240e-01,+1.361e-01)    (-9.358e-01,-3.007e-01)
2     (-7.894e-02,+1.634e-01)    (-9.783e-01,+1.003e-01)
2     (-3.135e-02,+1.755e-01)    (-8.645e-01,+4.699e-01)
2     (+1.387e-02,+1.740e-01)    (-6.311e-01,+7.558e-01)
2     (+5.326e-02,+1.618e-01)    (-3.266e-01,+9.297e-01)
2     (+8.493e-02,+1.424e-01)    (-1.942e-04,+9.862e-01)
2     (+1.084e-01,+1.193e-01)    (+3.074e-01,+9.378e-01)
2     (+1.242e-01,+9.486e-02)    (+5.679e-01,+8.081e-01)
2     (+1.334e-01,+7.131e-02)    (+7.663e-01,+6.244e-01)
2     (+1.375e-01,+4.996e-02)    (+8.989e-01,+4.129e-01)
2     (+1.378e-01,+3.149e-02)    (+9.705e-01,+1.951e-01)
2     (+1.355e-01,+1.608e-02)    (+9.906e-01,-1.337e-02)
2     (+1.317e-01,+3.607e-03)    (+9.703e-01,-2.029e-01)
2     (+1.270e-01,-6.276e-03)    (+9.208e-01,-3.687e-01)
2     (+1.219e-01,-1.401e-02)    (+8.515e-01,-5.098e-01)
2     (+1.167e-01,-2.009e-02)    (+7.694e-01,-6.277e-01)
2     (+1.118e-01,-2.520e-02)    (+6.795e-01,-7.247e-01)
2     (+1.066e-01,-2.941e-02)    (+5.837e-01,-8.044e-01)
2     (+1.013e-01,-3.343e-02)    (+4.821e-01,-8.696e-01)
2     (+9.583e-02,-3.767e-02)    (+3.731e-01,-9.221e-01)
2     (+8.984e-02,-4.250e-02)    (+2.537e-01,-9.622e-01)
2     (+8.298e-02,-4.811e-02)    (+1.204e-01,-9.881e-01)
2     (+7.503e-02,-5.427e-02)    (-3.376e-02,-9.951e-01)
2     (+6.599e-02,-6.060e-02)    (-2.168e-01,-9.721e-01)
2     (+5.552e-02,-6.699e-02)    (-4.234e-01,-9.018e-01)
2     (+4.322e-02,-7.311e-02)    (-6.380e-01,-7.653e-01)
2     (+2.862e-02,-7.843e-02)    (-8.320e-01,-5.485e-01)
2     (+1.170e-02,-8.179e-02)    (-9.646e-01,-2.504e-01)
2     (-7.483e-03,-8.206e-02)    (-9.908e-01,+1.075e-01)
2     (-2.816e-02,-7.784e-02)    (-8.753e-01,+4.765e-01)
2     (-4.882e-02,-6.796e-02)    (-6.109e-01,+7.873e-01)
2     (-6.727e-02,-5.198e-02)    (-2.303e-01,+9.694e-01)
2     (-8.110e-02,-3.055e-02)    (+1.971e-01,+9.766e-01)
2     (-8.834e-02,-5.491e-03)    (+5.855e-01,+8.058e-01)
2     (-8.809e-02,+2.058e-02)    (+8.618e-01,+4.991e-01)
2     (-8.078e-02,+4.496e-02)    (+9.877e-01,+1.258e-01)
2     (-6.814e-02,+6.557e-02)    (+9.658e-01,-2.415e-01)
2     (-5.194e-02,+8.142e-02)    (+8.295e-01,-5.501e-01)
2     (-3.437e-02,+9.248e-02)    (+6.251e-01,-7.743e-01)
2     (-1.700e-02,+9.947e-02)    (+3.966e-01,-9.124e-01)
2     (-7.301e-04,+1.035e-01)    (+1.762e-01,-9.789e-01)
2     (+1.410e-02,+1.057e-01)    (-1.701e-02,-9.942e-01)
2     (+2.765e-02,+1.070e-01)    (-1.755e-01,-9.783e-01)
2     (+4.040e-02,+1.083e-01)    (-2.990e-01,-9.472e-01)
2     (+5.301e-02,+1.104e-01)    (-3.920e-01,-9.118e-01)
2     (+6.541e-02,+1.148e-01)    (-4.690e-01,-8.732e-01)
2     (+7.850e-02,+1.225e-01)    (-5.387e-01,-8.298e-01)
2     (+9.495e-02,+1.361e-01)    (-6.029e-01,-7.804e-01)
2     (+1.179e-01,+1.568e-01)    (-6.628e-01,-7.226e-01)
2     (+1.510e-01,+1.856e-01)    (-7.178e-01,-6.538e-01)
2     (+1.933e-01,+2.179e-01)    (-7.669e-01,-5.719e-01)
2     (+2.353e-01,+2.440e-01)    (-8.102e-01,-4.782e-01)
2     (+2.687e-01,+2.595e-01)    (-8.484e-01,-3.750e-01)
2     (+2.937e-01,+2.661e-01)    (-8.798e-01,-2.624e-01)
2     (+3.132e-01,+2.664e-01)    (-9.008e-01,-1.399e-01)
2     (+3.299e-01,+2.617e-01)    (-9.070e-01,-7.554e-03)
2     (+3.455e-01,+2.527e-01)    (-8.940e-01,+1.326e-01)
2     (+3.608e-01,+2.391e-01)    (-8.573e-01,+2.788e-01)
2     (+3.763e-01,+2.205e-01)    (-7.923e-01,+4.266e-01)
2     (+3.920e-01,+1.965e-01)    (-6.952e-01,+5.696e-01)
2     (+4.072e-01,+1.666e-01)    (-5.637e-01,+6.991e-01)
2     (+4.210e-01,+1.306e-01)    (-3.977e-01,+8.047e-01)
2     (+4.322e-01,+8.826e-02)    (-2.008e-01,+8.747e-01)
2     (+4.392e-01,+3.974e-02)    (+1.915e-02,+8.973e-01)
2     (+4.402e-01,-1.439e-02)    (+2.497e-01,+8.624e-01)
2     (+4.334e-01,-7.307e-02)    (+4.736e-01,+7.632e-01)
2     (+4.174e-01,-1.339e-01)    (+6.689e-01,+6.003e-01)
2     (+3.906e-01,-1.957e-01)    (+8.156e-01,+3.793e-01)
2     (+3.519e-01,-2.559e-01)    (+8.930e-01,+1.148e-01)
2     (+3.011e-01,-3.114e-01)    (+8.850e-01,-1.704e-01)
2     (+2.386e-01,-3.592e-01)    (+7.838e-01,-4.469e-01)
2     (+1.656e-01,-3.959e-01)    (+5.927e-01,-6.816e-01)
2     (+8.429e-02,-4.186e-01)    (+3.275e-01,-8.428e-01)
2     (-2.216e-03,-4.250e-01)    (+1.653e-02,-9.050e-01)
2     (-9.024e-02,-4.134e-01)    (-3.025e-01,-8.541e-01)
2     (-1.756e-01,-3.832e-01)    (-5.873e-01,-6.910e-01)
2     (-2.538e-01,-3.347e-01)    (-7.974e-01,-4.333e-01)
2     (-3.205e-01,-2.695e-01)    (-9.010e-01,-1.136e-01)
2     (-3.718e-01,-1.904e-01)    (-8.804e-01,+2.244e-01)
2     (-4.045e-01,-1.012e-01)    (-7.363e-01,+5.329e-01)
2     (-4.164e-01,-6.176e-03)    (-4.878e-01,+7.672e-01)
2     (-4.064e-01,+8.947e-02)    (-1.699e-01,+8.933e-01)
2     (-3.748e-01,+1.806e-01)    (+1.718e-01,+8.930e-01)
2     (-3.230e-01,+2.620e-01)    (+4.885e-01,+7.670e-01)
2     (-2.540e-01,+3.294e-01)    (+7.357e-01,+5.345e-01)
2     (-1.715e-01,+3.789e-01)    (+8.800e-01,+2.294e-01)
2     (-8.031e-02,+4.080e-01)    (+9.035e-01,-1.043e-01)
2     (+1.432e-02,+4.154e-01)    (+8.060e-01,-4.214e-01)
2     (+1.075e-01,+4.013e-01)    (+6.035e-01,-6.806e-01)
2     (+1.943e-01,+3.667e-01)    (+3.250e-01,-8.498e-01)
2     (+2.704e-01,+3.141e-01)    (+7.959e-03,-9.100e-01)
2     (+3.322e-01,+2.466e-01)    (-3.072e-01,-8.570e-01)
2     (+3.772e-01,+1.679e-01)    (-5.822e-01,-7.005e-01)
2     (+4.036e-01,+8.223e-02)    (-7.854e-01,-4.620e-01)
2     (+4.107e-01,-6.205e-03)    (-8.954e-01,-1.718e-01)
2     (+3.988e-01,-9.324e-02)    (-9.022e-01,+1.354e-01)
2     (+3.690e-01,-1.750e-01)    (-8.078e-01,+4.249e-01)
2     (+3.231e-01,-2.480e-01)    (-6.257e-01,+6.653e-01)
2     (+2.634e-01,-3.092e-01)    (-3.780e-01,+8.319e-01)
2     (+1.930e-01,-3.563e-01)    (-9.301e-02,+9.095e-01)
2     (+1.151e-01,-3.875e-01)    (+1.984e-01,+8.929e-01)
2     (+3.331e-02,-4.021e-01)    (+4.662e-01,+7.873e-01)
2     (-4.866e-02,-4.000e-01)    (+6.849e-01,+6.071e-01)
2     (-1.273e-01,-3.818e-01)    (+8.357e-01,+3.736e-01)
2     (-1.995e-01,-3.492e-01)    (+9.087e-01,+1.119e-01)
2     (-2.624e-01,-3.045e-01)    (+9.029e-01,-1.525e-01)
2     (-3.143e-01,-2.505e-01)    (+8.255e-01,-3.962e-01)
2     (-3.540e-01,-1.904e-01)    (+6.902e-01,-6.018e-01)
2     (-3.813e-01,-1.274e-01)    (+5.140e-01,-7.577e-01)
2     (-3.970e-01,-6.432e-02)    (+3.153e-01,-8.595e-01)
2     (-4.023e-01,-3.780e-03)    (+1.110e-01,-9.088e-01)
2     (-3.990e-01,+5.225e-02)    (-8.489e-02,-9.115e-01)
2     (-3.891e-01,+1.024e-01)    (-2.625e-01,-8.770e-01)
2     (-3.749e-01,+1.459e-01)    (-4.158e-01,-8.156e-01)
2     (-3.582e-01,+1.825e-01)    (-5.426e-01,-7.376e-01)
2     (-3.409e-01,+2.122e-01)    (-6.433e-01,-6.518e-01)
2     (-3.242e-01,+2.360e-01)    (-7.210e-01,-5.651e-01)
2     (-3.091e-01,+2.539e-01)    (-7.786e-01,-4.836e-01)
2     (-2.966e-01,+2.666e-01)    (-8.198e-01,-4.110e-01)
2     (-2.871e-01,+2.747e-01)    (-8.484e-01,-3.499e-01)
2     (-2.806e-01,+2.786e-01)    (-8.677e-01,-3.014e-01)
2     (-2.770e-01,+2.789e-01)    (-8.803e-01,-2.658e-01)
2     (-2.760e-01,+2.759e-01)    (-8.881e-01,-2.429e-01)
2     (-2.772e-01,+2.700e-01)    (-8.925e-01,-2.319e-01)
2     (-2.800e-01,+2.616e-01)    (-8.942e-01,-2.317e-01)
2     (-2.837e-01,+2.509e-01)    (-8.936e-01,-2.410e-01)
2     (-2.875e-01,+2.390e-01)    (-8.913e-01,-2.566e-01)
2     (-2.910e-01,+2.260e-01)    (-8.871e-01,-2.782e-01)
2     (-2.938e-01,+2.123e-01)    (-8.811e-01,-3.039e-01)
2     (-2.955e-01,+1.989e-01)    (-8.737e-01,-3.313e-01)
2     (-2.960e-01,+1.863e-01)    (-8.657e-01,-3.581e-01)
2     (-2.950e-01,+1.753e-01)    (-8.583e-01,-3.816e-01)
2     (-2.924e-01,+1.670e-01)    (-8.530e-01,-3.988e-01)
2     (-2.882e-01,+1.620e-01)    (-8.518e-01,-4.065e-01)
2     (-2.820e-01,+1.612e-01)    (-8.566e-01,-4.009e-01)
2     (-2.733e-01,+1.656e-01)    (-8.690e-01,-3.778e-01)
2     (-2.609e-01,+1.760e-01)    (-8.894e-01,-3.315e-01)
2     (-2.439e-01,+1.923e-01)    (-9.151e-01,-2.573e-01)
2     (-2.202e-01,+2.141e-01)    (-9.398e-01,-1.499e-01)
2     (-1.873e-01,+2.397e-01)    (-9.526e-01,-5.392e-03)
2     (-1.427e-01,+2.659e-01)    (-9.371e-01,+1.754e-01)
2     (-8.499e-02,+2.877e-01)    (-8.734e-01,+3.837e-01)
2     (-1.471e-02,+2.983e-01)    (-7.427e-01,+5.994e-01)
2     (+6.429e-02,+2.909e-01)    (-5.347e-01,+7.908e-01)
2     (+1.446e-01,+2.602e-01)    (-2.561e-01,+9.197e-01)
2     (+2.163e-01,+2.050e-01)    (+6.628e-02,+9.523e-01)
2     (+2.694e-01,+1.291e-01)    (+3.887e-01,+8.716e-01)
2     (+2.972e-01,+4.101e-02)    (+6.635e-01,+6.854e-01)
2     (+2.978e-01,-4.861e-02)    (+8.538e-01,+4.243e-01)
2     (+2.746e-01,-1.303e-01)    (+9.437e-01,+1.307e-01)
2     (+2.344e-01,-1.977e-01)    (+9.392e-01,-1.546e-01)
2     (+1.847e-01,-2.486e-01)    (+8.614e-01,-4.026e-01)
2     (+1.324e-01,-2.839e-01)    (+7.367e-01,-5.993e-01)
2     (+8.183e-02,-3.063e-01)    (+5.893e-01,-7.431e-01)
2     (+3.565e-02,-3.192e-01)    (+4.370e-01,-8.402e-01)
2     (-5.383e-03,-3.255e-01)    (+2.903e-01,-8.998e-01)
2     (-4.182e-02,-3.279e-01)    (+1.535e-01,-9.312e-01)
2     (-7.454e-02,-3.268e-01)    (+2.812e-02,-9.417e-01)
2     (-1.046e-01,-3.235e-01)    (-8.728e-02,-9.364e-01)
2     (-1.333e-01,-3.180e-01)    (-1.950e-01,-9.182e-01)
2     (-1.616e-01,-3.099e-01)    (-2.972e-01,-8.885e-01)
2     (-1.903e-01,-2.987e-01)    (-3.959e-01,-8.472e-01)
2     (-2.198e-01,-2.834e-01)    (-4.919e-01,-7.933e-01)
2     (-2.501e-01,-2.632e-01)    (-5.849e-01,-7.253e-01)
2     (-2.807e-01,-2.369e-01)    (-6.735e-01,-6.415e-01)
2     (-3.106e-01,-2.036e-01)    (-7.550e-01,-5.404e-01)
2     (-3.383e-01,-1.623e-01)    (-8.260e-01,-4.207e-01)
2     (-3.617e-01,-1.130e-01)    (-8.810e-01,-2.832e-01)
2     (-3.783e-01,-5.579e-02)    (-9.148e-01,-1.298e-01)
2     (-3.857e-01,+8.160e-03)    (-9.219e-01,+3.587e-02)
2     (-3.813e-01,+7.699e-02)    (-8.973e-01,+2.084e-01)
2     (-3.631e-01,+1.479e-01)    (-8.376e-01,+3.804e-01)
2     (-3.299e-01,+2.174e-01)    (-7.409e-01,+5.431e-01)
2     (-2.814e-01,+2.814e-01)    (-6.083e-01,+6.867e-01)
2     (-2.186e-01,+3.358e-01)    (-4.436e-01,+8.017e-01)
2     (-1.440e-01,+3.768e-01)    (-2.536e-01,+8.792e-01)
2     (-6.077e-02,+4.015e-01)    (-4.788e-02,+9.126e-01)
2     (+2.677e-02,+4.078e-01)    (+1.619e-01,+8.982e-01)
2     (+1.140e-01,+3.950e-01)    (+3.635e-01,+8.360e-01)
2     (+1.963e-01,+3.640e-01)    (+5.449e-01,+7.294e-01)
2     (+2.697e-01,+3.168e-01)    (+6.958e-01,+5.854e-01)
2     (+3.309e-01,+2.563e-01)    (+8.086e-01,+4.134e-01)
2     (+3.777e-01,+1.860e-01)    (+8.789e-01,+2.243e-01)
1     (+4.091e-01,+1.098e-01)    (+9.054e-01,+2.907e-02)
1     (+4.258e-01,+3.139e-02)    (+8.897e-01,-1.619e-01)
1     (+4.281e-01,-4.616e-02)    (+8.362e-01,-3.397e-01)
1     (+4.171e-01,-1.205e-01)    (+7.504e-01,-4.984e-01)
1     (+3.951e-01,-1.894e-01)    (+6.388e-01,-6.325e-01)
1     (+3.637e-01,-2.516e-01)    (+5.081e-01,-7.391e-01)
1     (+3.248e-01,-3.063e-01)    (+3.644e-01,-8.173e-01)
1     (+2.799e-01,-3.534e-01)    (+2.130e-01,-8.668e-01)
1     (+2.301e-01,-3.929e-01)    (+5.819e-02,-8.884e-01)
1     (+1.761e-01,-4.249e-01)    (-9.641e-02,-8.827e-01)
1     (+1.182e-01,-4.492e-01)    (-2.479e-01,-8.502e-01)
1     (+5.627e-02,-4.657e-01)    (-3.933e-01,-7.907e-01)
1     (-9.742e-03,-4.735e-01)    (-5.295e-01,-7.038e-01)
1     (-7.901e-02,-4.714e-01)    (-6.508e-01,-5.899e-01)
1     (-1.519e-01,-4.577e-01)    (-7.530e-01,-4.477e-01)
1     (-2.272e-01,-4.299e-01)    (-8.284e-01,-2.780e-01)
1     (-3.024e-01,-3.857e-01)    (-8.676e-01,-8.444e-02)
1     (-3.732e-01,-3.231e-01)    (-8.606e-01,+1.254e-01)
1     (-4.343e-01,-2.413e-01)    (-7.989e-01,+3.388e-01)
1     (-4.792e-01,-1.421e-01)    (-6.784e-01,+5.385e-01)
1     (-5.016e-01,-2.985e-02)    (-5.017e-01,+7.041e-01)
1     (-4.969e-01,+8.841e-02)    (-2.807e-01,+8.164e-01)
1     (-4.640e-01,+2.037e-01)    (-3.505e-02,+8.614e-01)
1     (-4.056e-01,+3.066e-01)    (+2.100e-01,+8.351e-01)
1     (-3.279e-01,+3.903e-01)    (+4.313e-01,+7.444e-01)
1     (-2.395e-01,+4.513e-01)    (+6.108e-01,+6.049e-01)
1     (-1.492e-01,+4.896e-01)    (+7.395e-01,+4.372e-01)
1     (-6.455e-02,+5.084e-01)    (+8.179e-01,+2.617e-01)
1     (+9.151e-03,+5.128e-01)    (+8.532e-01,+9.459e-02)
1     (+6.919e-02,+5.084e-01)    (+8.566e-01,-5.346e-02)
1     (+1.149e-01,+5.002e-01)    (+8.397e-01,-1.776e-01)
1     (+1.469e-01,+4.917e-01)    (+8.122e-01,-2.773e-01)
1     (+1.666e-01,+4.853e-01)    (+7.817e-01,-3.546e-01)
1     (+1.770e-01,+4.814e-01)    (+7.514e-01,-4.151e-01)
1     (+1.785e-01,+4.806e-01)    (+7.248e-01,-4.603e-01)
1     (+1.728e-01,+4.824e-01)    (+7.024e-01,-4.940e-01)
1     (+1.614e-01,+4.861e-01)    (+6.840e-01,-5.195e-01)
1     (+1.459e-01,+4.907e-01)    (+6.682e-01,-5.397e-01)
1     (+1.277e-01,+4.957e-01)    (+6.539e-01,-5.571e-01)
1     (+1.078e-01,+5.005e-01)    (+6.395e-01,-5.735e-01)
1     (+8.727e-02,+5.048e-01)    (+6.236e-01,-5.905e-01)
1     (+6.691e-02,+5.085e-01)    (+6.048e-01,-6.092e-01)
1     (+4.727e-02,+5.119e-01)    (+5.819e-01,-6.302e-01)
1     (+2.894e-02,+5.151e-01)    (+5.529e-01,-6.544e-01)
1     (+1.152e-02,+5.191e-01)    (+5.171e-01,-6.804e-01)
1     (-5.266e-03,+5.250e-01)    (+4.736e-01,-7.072e-01)
1     (-2.246e-02,+5.351e-01)    (+4.212e-01,-7.319e-01)
1     (-4.266e-02,+5.560e-01)    (+3.591e-01,-7.484e-01)
1     (-7.191e-02,+6.057e-01)    (+2.860e-01,-7.390e-01)
1     (+5.904e-01,+3.911e-01)    (-5.383e-01,-4.568e-01)
1     (+6.291e-01,+4.268e-01)    (-5.369e-01,-3.658e-01)
1     (+6.454e-01,+4.400e-01)    (-5.530e-01,-2.901e-01)
1     (+6.541e-01,+4.448e-01)    (-5.713e-01,-2.190e-01)
1     (+6.605e-01,+4.453e-01)    (-5.861e-01,-1.482e-01)
1     (+6.667e-01,+4.423e-01)    (-5.951e-01,-7.611e-02)
1     (+6.738e-01,+4.356e-01)    (-5.968e-01,-1.835e-03)
1     (+6.828e-01,+4.245e-01)    (-5.899e-01,+7.504e-02)
1     (+6.942e-01,+4.078e-01)    (-5.726e-01,+1.546e-01)
1     (+7.087e-01,+3.838e-01)    (-5.427e-01,+2.366e-01)
1     (+7.264e-01,+3.504e-01)    (-4.974e-01,+3.196e-01)
1     (+7.469e-01,+3.052e-01)    (-4.334e-01,+4.013e-01)
1     (+7.689e-01,+2.454e-01)    (-3.476e-01,+4.771e-01)
1     (+7.895e-01,+1.684e-01)    (-2.376e-01,+5.402e-01)
1     (+8.040e-01,+7.301e-02)    (-1.039e-01,+5.809e-01)
1     (+8.062e-01,-4.256e-02)    (+5.042e-02,+5.879e-01)
1     (+7.878e-01,-1.765e-01)    (+2.156e-01,+5.493e-01)
1     (+7.397e-01,-3.234e-01)    (+3.748e-01,+4.559e-01)
1     (+6.538e-01,-4.736e-01)    (+5.049e-01,+3.055e-01)
1     (+5.255e-01,-6.130e-01)    (+5.801e-01,+1.076e-01)
1     (+3.561e-01,-7.249e-01)    (+5.784e-01,-1.149e-01)
1     (+1.542e-01,-7.931e-01)    (+4.897e-01,-3.277e-01)
1     (-6.462e-02,-8.059e-01)    (+3.217e-01,-4.929e-01)
1     (-2.805e-01,-7.590e-01)    (+1.003e-01,-5.790e-01)
1     (-4.737e-01,-6.571e-01)    (-1.359e-01,-5.704e-01)
1     (-6.289e-01,-5.123e-01)    (-3.460e-01,-4.716e-01)
1     (-7.374e-01,-3.409e-01)    (-4.976e-01,-3.040e-01)
1     (-7.980e-01,-1.597e-01)    (-5.725e-01,-9.951e-02)
1     (-8.153e-01,+1.747e-02)    (-5.684e-01,+1.092e-01)
1     (-7.970e-01,+1.808e-01)    (-4.953e-01,+2.946e-01)
1     (-7.518e-01,+3.249e-01)    (-3.705e-01,+4.381e-01)
1     (-6.877e-01,+4.481e-01)    (-2.133e-01,+5.299e-01)
1     (-6.109e-01,+5.509e-01)    (-4.221e-02,+5.671e-01)
1     (-5.255e-01,+6.349e-01)    (+1.267e-01,+5.519e-01)
1     (-4.345e-01,+7.021e-01)    (+2.802e-01,+4.897e-01)
1     (-3.386e-01,+7.542e-01)    (+4.078e-01,+3.875e-01)
1     (-2.381e-01,+7.925e-01)    (+5.010e-01,+2.535e-01)
1     (-1.329e-01,+8.171e-01)    (+5.525e-01,+9.749e-02)
1     (-2.333e-02,+8.272e-01)    (+5.571e-01,-6.932e-02)
1     (+9.016e-02,+8.218e-01)    (+5.118e-01,-2.338e-01)
1     (+2.062e-01,+7.989e-01)    (+4.170e-01,-3.812e-01)
1     (+3.223e-01,+7.569e-01)    (+2.775e-01,-4.961e-01)
1     (+4.352e-01,+6.942e-01)    (+1.034e-01,-5.638e-01)
1     (+5.405e-01,+6.101e-01)    (-8.964e-02,-5.724e-01)
1     (+6.329e-01,+5.049e-01)    (-2.812e-01,-5.151e-01)
1     (+7.072e-01,+3.807e-01)    (-4.478e-01,-3.930e-01)
1     (+7.580e-01,+2.413e-01)    (-5.663e-01,-2.157e-01)
1     (+7.814e-01,+9.196e-02)    (-6.172e-01,-2.416e-03)
1     (+7.749e-01,-6.052e-02)    (-5.891e-01,+2.208e-01)
1     (+7.383e-01,-2.090e-01)    (-4.812e-01,+4.239e-01)
1     (+6.734e-01,-3.467e-01)    (-3.045e-01,+5.776e-01)
1     (+5.837e-01,-4.679e-01)    (-8.110e-02,+6.586e-01)
1     (+4.739e-01,-5.684e-01)    (+1.590e-01,+6.535e-01)
1     (+3.489e-01,-6.453e-01)    (+3.826e-01,+5.617e-01)
1     (+2.136e-01,-6.970e-01)    (+5.587e-01,+3.956e-01)
1     (+7.310e-02,-7.227e-01)    (+6.638e-01,+1.782e-01)
1     (-6.780e-02,-7.223e-01)    (+6.856e-01,-6.021e-02)
1     (-2.041e-01,-6.969e-01)    (+6.242e-01,-2.883e-01)
1     (-3.312e-01,-6.483e-01)    (+4.914e-01,-4.781e-01)
1     (-4.448e-01,-5.798e-01)    (+3.076e-01,-6.094e-01)
1     (-5.418e-01,-4.954e-01)    (+9.781e-02,-6.719e-01)
1     (-6.202e-01,-3.999e-01)    (-1.130e-01,-6.653e-01)
1     (-6.794e-01,-2.983e-01)    (-3.034e-01,-5.978e-01)
1     (-7.201e-01,-1.954e-01)    (-4.578e-01,-4.834e-01)
1     (-7.437e-01,-9.560e-02)    (-5.681e-01,-3.391e-01)
1     (-7.538e-01,-2.503e-03)    (-6.316e-01,-1.811e-01)
1     (-7.532e-01,+8.171e-02)    (-6.522e-01,-2.380e-02)
1     (-7.453e-01,+1.554e-01)    (-6.368e-01,+1.220e-01)
1     (-7.330e-01,+2.177e-01)    (-5.942e-01,+2.494e-01)
1     (-7.193e-01,+2.684e-01)    (-5.334e-01,+3.552e-01)
1     (-7.063e-01,+3.078e-01)    (-4.624e-01,+4.388e-01)
1     (-6.959e-01,+3.364e-01)    (-3.881e-01,+5.019e-01)
1     (-6.891e-01,+3.549e-01)    (-3.154e-01,+5.474e-01)
1     (-6.863e-01,+3.643e-01)    (-2.475e-01,+5.788e-01)
1     (-6.875e-01,+3.655e-01)    (-1.862e-01,+5.992e-01)
1     (-6.921e-01,+3.598e-01)    (-1.322e-01,+6.117e-01)
1     (-6.991e-01,+3.485e-01)    (-8.489e-02,+6.186e-01)
1     (-7.074e-01,+3.334e-01)    (-4.318e-02,+6.218e-01)
1     (-7.157e-01,+3.168e-01)    (-5.281e-03,+6.224e-01)
1     (-7.229e-01,+3.014e-01)    (+3.102e-02,+6.210e-01)
1     (-7.279e-01,+2.901e-01)    (+6.822e-02,+6.175e-01)
1     (-7.296e-01,+2.864e-01)    (+1.090e-01,+6.114e-01)
