2                       (0,0)    (+1.000e+00,+0.000e+00)
2                       (0,0)    (+1.000e+00,+0.000e+00)
2     (+7.140e-03,-6.845e-04)    (+9.912e-01,-1.325e-01)
2     (+1.459e-02,-2.929e-03)    (+9.640e-01,-2.656e-01)
2     (+2.205e-02,-6.999e-03)    (+9.175e-01,-3.970e-01)
2     (+2.914e-02,-1.313e-02)    (+8.512e-01,-5.238e-01)
